"ano_mes","sigla_instituicao_lotacao","desc_instituicao_lotacao","quantidade_servidores"
"202304","FUCAM","FUCAM FUND EDUC CAIO MARTINS","91"
"202304","FUNED","FUNED FUNDACAO EZEQUIEL DIAS","940"
"202304","GABINETE MILITAR","GABINETE MILITAR","37"
"202304","HEMOMINAS","FUNDACAO HEMOMINAS","936"
"202304","IDENE","IDENE INST DES NORTE NORD MG","84"
"202304","IEF","IEF INST EST DE FLORESTAS","962"
"202304","IEPHA","IEPHA INST PATRIM HISTORICO","106"
"202304","IGAM","IGAM INST DE GESTAO DAS AGUAS","170"
"202304","IMA","IMA INST MINEIRO AGROPECUARIA","1709"
"202304","IPEM","INSTITUTO DE METROLOGIA E QUALIDADE","283"
"202304","IPSEMG","IPSEMG INSTITUTO PREVIDENCIA","5619"
"202304","IPSM","IPSM","217"
"202304","JUCEMG","JUNTA COMERCIAL DO ESTADO DE MINAS GERAIS","262"
"202304","LOTERIA","LOTERIA DO ESTADO DE MG","65"
"202304","NAO INFORMADO","INSTITUICAO C/ CODIGO DE UNIDADE NAO INFORMADO","151950"
"202304","OGE","OUVIDORIA GERAL","44"
"202304","POL/CIVIL","POLICIA CIVIL","18885"
"202304","SEAPA","SECRETARIA DA AGRICULTURA","462"
"202304","SECIR","SECRETARIA DE ESTADO DE CIDADES E DE INTEGRACAO REGIONAL","31"
"202304","SECOM","SECRETARIA DE COMUNICACAO SOCIAL","4"
"202304","SECULT","SECRETARIA CULTURA E TURISMO","522"
"202304","SEDE","SECRETARIA DE DESENVOLVIMENTO ECONOMICO","151"
"202304","SEDESE","SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL","1241"
"202304","SEE","SECRETARIA DE EDUCACAO","273073"
"202304","SEF","SECRETARIA DA FAZENDA","6930"
"202304","SEGOV","SECRETARIA DE GOVERNO","338"
"202304","SEINFRA","SECRETARIA DE INFRAESTRUTURA E MOBILIDADE","181"
"202304","SEJUSP","SECRETARIA DE JUSTICA E SEGURANCA PUBLICA","18487"
"202304","SEMAD","SECRETARIA DO MEIO AMBIENTE","617"
"202304","SEPLAG","SEC DE PLANEJAMENTO E GESTAO","2280"
"202304","SES","SECRETARIA DE SAUDE","11668"
"202304","SETUR","SECRETARIA DE ESTADO DE TURISMO","22"
"202304","SG","SECRETARIA GERAL","5"
"202304","TV MINAS","FUNDACAO TV MINAS","38"
"202304","UEMG","UEMG UNIV EST DE MINAS GERAIS","1373"
"202304","UNIMONTES","UNIMONTES UNIV MONTES CLAROS","2350"
"202304","UTRAMIG","UTRAMIG FUND EDUC PARA O TRAB","44"
"202304",NULL,NULL,"2403"
"202305","AGE","ADVOCACIA GERAL DO ESTADO","806"
"202305","ARSAE MG","ARSAE MG","40"
"202305","CGE","CONTROLADORIA GERAL DO ESTADO","164"
"202305","DER-MG","DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM","6804"
"202305","DP","DEFENSORIA PUBLICA","2"
"202305","ESP-MG","ESCOLA DE SAUDE","79"
"202305","FAOP","FAOP FUNDACAO ARTE OURO PRETO","39"
"202305","FAPEMIG","FUNDACAO DE AMPARO A PESQUISA","69"
"202305","FCS","FUNDACAO CLOVIS SALGADO","312"
"202305","FEAM","FEAM FUNDACAO DO MEIO AMBIENTE","239"
"202305","FHA","FUNDACAO HELENA ANTIPOFF","210"
"202305","FHEMIG","FHEMIG FUND HOSPITALAR EST MG","12974"
"202305","FJP","FUNDACAO JOAO PINHEIRO","407"
"202305","FUCAM","FUCAM FUND EDUC CAIO MARTINS","91"
"202305","FUNED","FUNED FUNDACAO EZEQUIEL DIAS","936"
"202305","GABINETE MILITAR","GABINETE MILITAR","37"
"202305","HEMOMINAS","FUNDACAO HEMOMINAS","934"
"202305","IDENE","IDENE INST DES NORTE NORD MG","84"
"202305","IEF","IEF INST EST DE FLORESTAS","961"
"202305","IEPHA","IEPHA INST PATRIM HISTORICO","106"
"202305","IGAM","IGAM INST DE GESTAO DAS AGUAS","170"
"202305","IMA","IMA INST MINEIRO AGROPECUARIA","1708"
"202305","IPEM","INSTITUTO DE METROLOGIA E QUALIDADE","283"
"202305","IPSEMG","IPSEMG INSTITUTO PREVIDENCIA","5601"
"202305","IPSM","IPSM","217"
"202305","JUCEMG","JUNTA COMERCIAL DO ESTADO DE MINAS GERAIS","262"
"202305","LOTERIA","LOTERIA DO ESTADO DE MG","65"
"202305","NAO INFORMADO","INSTITUICAO C/ CODIGO DE UNIDADE NAO INFORMADO","157202"
"202305","OGE","OUVIDORIA GERAL","44"
"202305","POL/CIVIL","POLICIA CIVIL","18849"
"202305","SEAPA","SECRETARIA DA AGRICULTURA","454"
"202305","SECIR","SECRETARIA DE ESTADO DE CIDADES E DE INTEGRACAO REGIONAL","31"
"202305","SECOM","SECRETARIA DE COMUNICACAO SOCIAL","4"
"202305","SECULT","SECRETARIA CULTURA E TURISMO","522"
"202305","SEDE","SECRETARIA DE DESENVOLVIMENTO ECONOMICO","149"
"202305","SEDESE","SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL","1238"
"202305","SEE","SECRETARIA DE EDUCACAO","272593"
"202305","SEF","SECRETARIA DA FAZENDA","6918"
"202305","SEGOV","SECRETARIA DE GOVERNO","338"
"202305","SEINFRA","SECRETARIA DE INFRAESTRUTURA E MOBILIDADE","181"
"202305","SEJUSP","SECRETARIA DE JUSTICA E SEGURANCA PUBLICA","18476"
"202305","SEMAD","SECRETARIA DO MEIO AMBIENTE","617"
"202305","SEPLAG","SEC DE PLANEJAMENTO E GESTAO","2276"
"202305","SES","SECRETARIA DE SAUDE","11640"
"202305","SETUR","SECRETARIA DE ESTADO DE TURISMO","22"
"202305","SG","SECRETARIA GERAL","5"
"202305","TV MINAS","FUNDACAO TV MINAS","38"
"202305","UEMG","UEMG UNIV EST DE MINAS GERAIS","1372"
"202305","UNIMONTES","UNIMONTES UNIV MONTES CLAROS","2348"
"202305","UTRAMIG","UTRAMIG FUND EDUC PARA O TRAB","44"
"202305",NULL,NULL,"2391"
"202306","AGE","ADVOCACIA GERAL DO ESTADO","804"
"202306","ARSAE MG","ARSAE MG","39"
"202306","CGE","CONTROLADORIA GERAL DO ESTADO","164"
"202306","DER-MG","DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM","6775"
"202306","DP","DEFENSORIA PUBLICA","2"
"202306","ESP-MG","ESCOLA DE SAUDE","79"
"202306","FAOP","FAOP FUNDACAO ARTE OURO PRETO","39"
"202306","FAPEMIG","FUNDACAO DE AMPARO A PESQUISA","69"
"202306","FCS","FUNDACAO CLOVIS SALGADO","311"
"202306","FEAM","FEAM FUNDACAO DO MEIO AMBIENTE","239"
"202306","FHA","FUNDACAO HELENA ANTIPOFF","211"
"202306","FHEMIG","FHEMIG FUND HOSPITALAR EST MG","12959"
"202306","FJP","FUNDACAO JOAO PINHEIRO","407"
"202306","FUCAM","FUCAM FUND EDUC CAIO MARTINS","91"
"202306","FUNED","FUNED FUNDACAO EZEQUIEL DIAS","930"
"202306","GABINETE MILITAR","GABINETE MILITAR","37"
"202306","HEMOMINAS","FUNDACAO HEMOMINAS","934"
"202306","IDENE","IDENE INST DES NORTE NORD MG","83"
"202306","IEF","IEF INST EST DE FLORESTAS","960"
"202306","IEPHA","IEPHA INST PATRIM HISTORICO","106"
"202306","IGAM","IGAM INST DE GESTAO DAS AGUAS","170"
"202306","IMA","IMA INST MINEIRO AGROPECUARIA","1706"
"202306","IPEM","INSTITUTO DE METROLOGIA E QUALIDADE","283"
"202306","IPSEMG","IPSEMG INSTITUTO PREVIDENCIA","5592"
"202306","IPSM","IPSM","217"
"202306","JUCEMG","JUNTA COMERCIAL DO ESTADO DE MINAS GERAIS","261"
"202306","LOTERIA","LOTERIA DO ESTADO DE MG","65"
"202306","NAO INFORMADO","INSTITUICAO C/ CODIGO DE UNIDADE NAO INFORMADO","160301"
"202306","OGE","OUVIDORIA GERAL","44"
"202306","POL/CIVIL","POLICIA CIVIL","19231"
"202306","SEAPA","SECRETARIA DA AGRICULTURA","453"
"202306","SECIR","SECRETARIA DE ESTADO DE CIDADES E DE INTEGRACAO REGIONAL","31"
"202306","SECOM","SECRETARIA DE COMUNICACAO SOCIAL","4"
"202306","SECULT","SECRETARIA CULTURA E TURISMO","522"
"202306","SEDE","SECRETARIA DE DESENVOLVIMENTO ECONOMICO","149"
"202306","SEDESE","SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL","1236"
"202306","SEE","SECRETARIA DE EDUCACAO","272417"
"202306","SEF","SECRETARIA DA FAZENDA","6901"
"202306","SEGOV","SECRETARIA DE GOVERNO","337"
"202306","SEINFRA","SECRETARIA DE INFRAESTRUTURA E MOBILIDADE","180"
"202306","SEJUSP","SECRETARIA DE JUSTICA E SEGURANCA PUBLICA","18454"
"202306","SEMAD","SECRETARIA DO MEIO AMBIENTE","616"
"202306","SEPLAG","SEC DE PLANEJAMENTO E GESTAO","2306"
"202306","SES","SECRETARIA DE SAUDE","11620"
"202306","SETUR","SECRETARIA DE ESTADO DE TURISMO","22"
"202306","SG","SECRETARIA GERAL","5"
"202306","TV MINAS","FUNDACAO TV MINAS","38"
"202306","UEMG","UEMG UNIV EST DE MINAS GERAIS","1371"
"202306","UNIMONTES","UNIMONTES UNIV MONTES CLAROS","2347"
"202306","UTRAMIG","UTRAMIG FUND EDUC PARA O TRAB","44"
"202306",NULL,NULL,"2380"
"202307","AGE","ADVOCACIA GERAL DO ESTADO","804"
"202307","ARSAE MG","ARSAE MG","39"
"202307","CGE","CONTROLADORIA GERAL DO ESTADO","164"
"202307","DER-MG","DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM","6752"
"202307","DP","DEFENSORIA PUBLICA","2"
"202307","ESP-MG","ESCOLA DE SAUDE","79"
"202307","FAOP","FAOP FUNDACAO ARTE OURO PRETO","39"
"202307","FAPEMIG","FUNDACAO DE AMPARO A PESQUISA","69"
"202307","FCS","FUNDACAO CLOVIS SALGADO","310"
"202307","FEAM","FEAM FUNDACAO DO MEIO AMBIENTE","239"
"202307","FHA","FUNDACAO HELENA ANTIPOFF","211"
"202307","FHEMIG","FHEMIG FUND HOSPITALAR EST MG","12952"
"202307","FJP","FUNDACAO JOAO PINHEIRO","407"
"202307","FUCAM","FUCAM FUND EDUC CAIO MARTINS","91"
"202307","FUNED","FUNED FUNDACAO EZEQUIEL DIAS","928"
"202307","GABINETE MILITAR","GABINETE MILITAR","37"
"202307","HEMOMINAS","FUNDACAO HEMOMINAS","934"
"202307","IDENE","IDENE INST DES NORTE NORD MG","83"
"202307","IEF","IEF INST EST DE FLORESTAS","960"
"202307","IEPHA","IEPHA INST PATRIM HISTORICO","106"
"202307","IGAM","IGAM INST DE GESTAO DAS AGUAS","170"
"202307","IMA","IMA INST MINEIRO AGROPECUARIA","1701"
"202307","IPEM","INSTITUTO DE METROLOGIA E QUALIDADE","281"
"202307","IPSEMG","IPSEMG INSTITUTO PREVIDENCIA","5579"
"202307","IPSM","IPSM","217"
"202307","JUCEMG","JUNTA COMERCIAL DO ESTADO DE MINAS GERAIS","261"
"202307","LOTERIA","LOTERIA DO ESTADO DE MG","65"
"202307","NAO INFORMADO","INSTITUICAO C/ CODIGO DE UNIDADE NAO INFORMADO","158606"
"202307","OGE","OUVIDORIA GERAL","44"
"202307","POL/CIVIL","POLICIA CIVIL","19265"
"202307","SEAPA","SECRETARIA DA AGRICULTURA","452"
"202307","SECIR","SECRETARIA DE ESTADO DE CIDADES E DE INTEGRACAO REGIONAL","31"
"202307","SECOM","SECRETARIA DE COMUNICACAO SOCIAL","4"
"202307","SECOM","SECRETARIA DE ESTADO DE COMUNICACAO SOCIAL","1"
"202307","SECULT","SECRETARIA CULTURA E TURISMO","522"
"202307","SEDE","SECRETARIA DE DESENVOLVIMENTO ECONOMICO","149"
"202307","SEDESE","SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL","1234"
"202307","SEE","SECRETARIA DE EDUCACAO","272387"
"202307","SEF","SECRETARIA DA FAZENDA","6883"
"202307","SEGOV","SECRETARIA DE GOVERNO","337"
"202307","SEINFRA","SECRETARIA DE INFRAESTRUTURA E MOBILIDADE","178"
"202307","SEJUSP","SECRETARIA DE JUSTICA E SEGURANCA PUBLICA","18450"
"202307","SEMAD","SECRETARIA DO MEIO AMBIENTE","616"
"202307","SEPLAG","SEC DE PLANEJAMENTO E GESTAO","2308"
"202307","SES","SECRETARIA DE SAUDE","11602"
"202307","SETUR","SECRETARIA DE ESTADO DE TURISMO","22"
"202307","SG","SECRETARIA GERAL","4"
"202307","TV MINAS","FUNDACAO TV MINAS","38"
"202307","UEMG","UEMG UNIV EST DE MINAS GERAIS","1371"
"202307","UNIMONTES","UNIMONTES UNIV MONTES CLAROS","2347"
"202307","UTRAMIG","UTRAMIG FUND EDUC PARA O TRAB","44"
"202307",NULL,NULL,"2378"
"202308","AGE","ADVOCACIA GERAL DO ESTADO","803"
"202308","ARSAE MG","ARSAE MG","39"
"202308","CGE","CONTROLADORIA GERAL DO ESTADO","164"
"202308","DER-MG","DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM","6722"
"202308","DP","DEFENSORIA PUBLICA","2"
"202308","ESP-MG","ESCOLA DE SAUDE","79"
"202308","FAOP","FAOP FUNDACAO ARTE OURO PRETO","39"
"202308","FAPEMIG","FUNDACAO DE AMPARO A PESQUISA","69"
"202308","FCS","FUNDACAO CLOVIS SALGADO","310"
"202308","FEAM","FEAM FUNDACAO DO MEIO AMBIENTE","239"
"202308","FHA","FUNDACAO HELENA ANTIPOFF","210"
"202308","FHEMIG","FHEMIG FUND HOSPITALAR EST MG","12942"
"202308","FJP","FUNDACAO JOAO PINHEIRO","407"
"202308","FUCAM","FUCAM FUND EDUC CAIO MARTINS","91"
"202308","FUNED","FUNED FUNDACAO EZEQUIEL DIAS","926"
"202308","GABINETE MILITAR","GABINETE MILITAR","37"
"202308","HEMOMINAS","FUNDACAO HEMOMINAS","932"
"202308","IDENE","IDENE INST DES NORTE NORD MG","83"
"202308","IEF","IEF INST EST DE FLORESTAS","959"
"202308","IEPHA","IEPHA INST PATRIM HISTORICO","106"
"202308","IGAM","IGAM INST DE GESTAO DAS AGUAS","170"
"202308","IMA","IMA INST MINEIRO AGROPECUARIA","1701"
"202308","IPEM","INSTITUTO DE METROLOGIA E QUALIDADE","283"
"202308","IPSEMG","IPSEMG INSTITUTO PREVIDENCIA","5568"
"202308","IPSM","IPSM","216"
"202308","JUCEMG","JUNTA COMERCIAL DO ESTADO DE MINAS GERAIS","261"
"202308","LOTERIA","LOTERIA DO ESTADO DE MG","65"
"202308","NAO INFORMADO","INSTITUICAO C/ CODIGO DE UNIDADE NAO INFORMADO","162707"
"202308","OGE","OUVIDORIA GERAL","44"
"202308","POL/CIVIL","POLICIA CIVIL","19251"
"202308","SEAPA","SECRETARIA DA AGRICULTURA","451"
"202308","SECIR","SECRETARIA DE ESTADO DE CIDADES E DE INTEGRACAO REGIONAL","31"
"202308","SECOM","SECRETARIA DE COMUNICACAO SOCIAL","4"
"202308","SECOM","SECRETARIA DE ESTADO DE COMUNICACAO SOCIAL","1"
"202308","SECULT","SECRETARIA CULTURA E TURISMO","521"
"202308","SEDE","SECRETARIA DE DESENVOLVIMENTO ECONOMICO","148"
"202308","SEDESE","SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL","1233"
"202308","SEE","SECRETARIA DE EDUCACAO","272432"
"202308","SEF","SECRETARIA DA FAZENDA","6868"
"202308","SEGOV","SECRETARIA DE GOVERNO","335"
"202308","SEINFRA","SECRETARIA DE INFRAESTRUTURA E MOBILIDADE","178"
"202308","SEJUSP","SECRETARIA DE JUSTICA E SEGURANCA PUBLICA","18444"
"202308","SEMAD","SECRETARIA DO MEIO AMBIENTE","614"
"202308","SEPLAG","SEC DE PLANEJAMENTO E GESTAO","2307"
"202308","SES","SECRETARIA DE SAUDE","11576"
"202308","SETUR","SECRETARIA DE ESTADO DE TURISMO","22"
"202308","SG","SECRETARIA GERAL","4"
"202308","TV MINAS","FUNDACAO TV MINAS","38"
"202308","UEMG","UEMG UNIV EST DE MINAS GERAIS","1371"
"202308","UNIMONTES","UNIMONTES UNIV MONTES CLAROS","2347"
"202308","UTRAMIG","UTRAMIG FUND EDUC PARA O TRAB","44"
"202308",NULL,NULL,"2366"
"202309","AGE","ADVOCACIA GERAL DO ESTADO","801"
"202309","ARSAE MG","ARSAE MG","39"
"202309","CGE","CONTROLADORIA GERAL DO ESTADO","164"
"202309","DER-MG","DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM","6700"
"202309","DP","DEFENSORIA PUBLICA","2"
"202309","ESP-MG","ESCOLA DE SAUDE","79"
"202309","FAOP","FAOP FUNDACAO ARTE OURO PRETO","38"
"202309","FAPEMIG","FUNDACAO DE AMPARO A PESQUISA","69"
"202309","FCS","FUNDACAO CLOVIS SALGADO","310"
"202309","FEAM","FEAM FUNDACAO DO MEIO AMBIENTE","239"
"202309","FHA","FUNDACAO HELENA ANTIPOFF","209"
"202309","FHEMIG","FHEMIG FUND HOSPITALAR EST MG","12931"
"202309","FJP","FUNDACAO JOAO PINHEIRO","427"
"202309","FUCAM","FUCAM FUND EDUC CAIO MARTINS","91"
"202309","FUNED","FUNED FUNDACAO EZEQUIEL DIAS","923"
"202309","GABINETE MILITAR","GABINETE MILITAR","37"
"202309","HEMOMINAS","FUNDACAO HEMOMINAS","931"
"202309","IDENE","IDENE INST DES NORTE NORD MG","83"
"202309","IEF","IEF INST EST DE FLORESTAS","958"
"202309","IEPHA","IEPHA INST PATRIM HISTORICO","106"
"202309","IGAM","IGAM INST DE GESTAO DAS AGUAS","170"
"202309","IMA","IMA INST MINEIRO AGROPECUARIA","1699"
"202309","IPEM","INSTITUTO DE METROLOGIA E QUALIDADE","281"
"202309","IPSEMG","IPSEMG INSTITUTO PREVIDENCIA","5551"
"202309","IPSM","IPSM","215"
"202309","JUCEMG","JUNTA COMERCIAL DO ESTADO DE MINAS GERAIS","261"
"202309","LOTERIA","LOTERIA DO ESTADO DE MG","64"
"202309","NAO INFORMADO","INSTITUICAO C/ CODIGO DE UNIDADE NAO INFORMADO","164820"
"202309","OGE","OUVIDORIA GERAL","44"
"202309","POL/CIVIL","POLICIA CIVIL","19007"
"202309","SEAPA","SECRETARIA DA AGRICULTURA","451"
"202309","SECIR","SECRETARIA DE ESTADO DE CIDADES E DE INTEGRACAO REGIONAL","31"
"202309","SECOM","SECRETARIA DE COMUNICACAO SOCIAL","4"
"202309","SECULT","SECRETARIA CULTURA E TURISMO","519"
"202309","SEDE","SECRETARIA DE DESENVOLVIMENTO ECONOMICO","126"
"202309","SEDESE","SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL","1233"
"202309","SEE","SECRETARIA DE EDUCACAO","272420"
"202309","SEF","SECRETARIA DA FAZENDA","6851"
"202309","SEGOV","SECRETARIA DE GOVERNO","336"
"202309","SEINFRA","SECRETARIA DE INFRAESTRUTURA E MOBILIDADE","178"
"202309","SEJUSP","SECRETARIA DE JUSTICA E SEGURANCA PUBLICA","18422"
"202309","SEMAD","SECRETARIA DO MEIO AMBIENTE","613"
"202309","SEPLAG","SEC DE PLANEJAMENTO E GESTAO","2532"
"202309","SES","SECRETARIA DE SAUDE","11559"
"202309","SETUR","SECRETARIA DE ESTADO DE TURISMO","22"
"202309","SG","SECRETARIA GERAL","4"
"202309","TV MINAS","FUNDACAO TV MINAS","38"
"202309","UEMG","UEMG UNIV EST DE MINAS GERAIS","1380"
"202309","UNIMONTES","UNIMONTES UNIV MONTES CLAROS","2351"
"202309","UTRAMIG","UTRAMIG FUND EDUC PARA O TRAB","43"
"202309",NULL,NULL,"2351"
"202310","AGE","ADVOCACIA GERAL DO ESTADO","801"
"202310","ARSAE MG","ARSAE MG","39"
"202310","CGE","CONTROLADORIA GERAL DO ESTADO","164"
"202310","DER-MG","DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM","6678"
"202310","DP","DEFENSORIA PUBLICA","2"
"202310","ESP-MG","ESCOLA DE SAUDE","79"
"202310","FAOP","FAOP FUNDACAO ARTE OURO PRETO","38"
"202310","FAPEMIG","FUNDACAO DE AMPARO A PESQUISA","69"
"202310","FCS","FUNDACAO CLOVIS SALGADO","309"
"202310","FEAM","FEAM FUNDACAO DO MEIO AMBIENTE","239"
"202310","FHA","FUNDACAO HELENA ANTIPOFF","209"
"202310","FHEMIG","FHEMIG FUND HOSPITALAR EST MG","12900"
"202310","FJP","FUNDACAO JOAO PINHEIRO","425"
"202310","FUCAM","FUCAM FUND EDUC CAIO MARTINS","91"
"202310","FUNED","FUNED FUNDACAO EZEQUIEL DIAS","923"
"202310","GABINETE MILITAR","GABINETE MILITAR","37"
"202310","HEMOMINAS","FUNDACAO HEMOMINAS","931"
"202310","IDENE","IDENE INST DES NORTE NORD MG","82"
"202310","IEF","IEF INST EST DE FLORESTAS","958"
"202310","IEPHA","IEPHA INST PATRIM HISTORICO","106"
"202310","IGAM","IGAM INST DE GESTAO DAS AGUAS","170"
"202310","IMA","IMA INST MINEIRO AGROPECUARIA","1698"
"202310","IPEM","INSTITUTO DE METROLOGIA E QUALIDADE","280"
"202310","IPSEMG","IPSEMG INSTITUTO PREVIDENCIA","5544"
"202310","IPSM","IPSM","215"
"202310","JUCEMG","JUNTA COMERCIAL DO ESTADO DE MINAS GERAIS","260"
"202310","LOTERIA","LOTERIA DO ESTADO DE MG","62"
"202310","NAO INFORMADO","INSTITUICAO C/ CODIGO DE UNIDADE NAO INFORMADO","164536"
"202310","OGE","OUVIDORIA GERAL","44"
"202310","POL/CIVIL","POLICIA CIVIL","18975"
"202310","SEAPA","SECRETARIA DA AGRICULTURA","448"
"202310","SECIR","SECRETARIA DE ESTADO DE CIDADES E DE INTEGRACAO REGIONAL","30"
"202310","SECOM","SECRETARIA DE COMUNICACAO SOCIAL","4"
"202310","SECULT","SECRETARIA CULTURA E TURISMO","518"
"202310","SEDE","SECRETARIA DE DESENVOLVIMENTO ECONOMICO","126"
"202310","SEDESE","SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL","1232"
"202310","SEE","SECRETARIA DE EDUCACAO","272538"
"202310","SEF","SECRETARIA DA FAZENDA","6840"
"202310","SEGOV","SECRETARIA DE GOVERNO","336"
"202310","SEINFRA","SECRETARIA DE INFRAESTRUTURA E MOBILIDADE","178"
"202310","SEJUSP","SECRETARIA DE JUSTICA E SEGURANCA PUBLICA","18407"
"202310","SEMAD","SECRETARIA DO MEIO AMBIENTE","612"
"202310","SEPLAG","SEC DE PLANEJAMENTO E GESTAO","2533"
"202310","SES","SECRETARIA DE SAUDE","11540"
"202310","SETUR","SECRETARIA DE ESTADO DE TURISMO","22"
"202310","SG","SECRETARIA GERAL","4"
"202310","TV MINAS","FUNDACAO TV MINAS","32"
"202310","UEMG","UEMG UNIV EST DE MINAS GERAIS","1398"
"202310","UNIMONTES","UNIMONTES UNIV MONTES CLAROS","2350"
"202310","UTRAMIG","UTRAMIG FUND EDUC PARA O TRAB","43"
"202310",NULL,NULL,"2344"
"202311","AGE","ADVOCACIA GERAL DO ESTADO","800"
"202311","ARSAE MG","ARSAE MG","39"
"202311","CGE","CONTROLADORIA GERAL DO ESTADO","164"
"202311","DER-MG","DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM","6644"
"202311","DP","DEFENSORIA PUBLICA","2"
"202311","ESP-MG","ESCOLA DE SAUDE","79"
"202311","FAOP","FAOP FUNDACAO ARTE OURO PRETO","38"
"202311","FAPEMIG","FUNDACAO DE AMPARO A PESQUISA","69"
"202311","FCS","FUNDACAO CLOVIS SALGADO","308"
"202311","FEAM","FEAM FUNDACAO DO MEIO AMBIENTE","239"
"202311","FHA","FUNDACAO HELENA ANTIPOFF","209"
"202311","FHEMIG","FHEMIG FUND HOSPITALAR EST MG","12892"
"202311","FJP","FUNDACAO JOAO PINHEIRO","425"
"202311","FUCAM","FUCAM FUND EDUC CAIO MARTINS","91"
"202311","FUNED","FUNED FUNDACAO EZEQUIEL DIAS","923"
"202311","GABINETE MILITAR","GABINETE MILITAR","37"
"202311","HEMOMINAS","FUNDACAO HEMOMINAS","931"
"202311","IDENE","IDENE INST DES NORTE NORD MG","82"
"202311","IEF","IEF INST EST DE FLORESTAS","955"
"202311","IEPHA","IEPHA INST PATRIM HISTORICO","106"
"202311","IGAM","IGAM INST DE GESTAO DAS AGUAS","170"
"202311","IMA","IMA INST MINEIRO AGROPECUARIA","1695"
"202311","IPEM","INSTITUTO DE METROLOGIA E QUALIDADE","279"
"202311","IPSEMG","IPSEMG INSTITUTO PREVIDENCIA","5544"
"202311","IPSM","IPSM","215"
"202311","JUCEMG","JUNTA COMERCIAL DO ESTADO DE MINAS GERAIS","260"
"202311","LOTERIA","LOTERIA DO ESTADO DE MG","62"
"202311","NAO INFORMADO","INSTITUICAO C/ CODIGO DE UNIDADE NAO INFORMADO","167091"
"202311","OGE","OUVIDORIA GERAL","44"
"202311","POL/CIVIL","POLICIA CIVIL","18939"
"202311","SEAPA","SECRETARIA DA AGRICULTURA","447"
"202311","SECIR","SECRETARIA DE ESTADO DE CIDADES E DE INTEGRACAO REGIONAL","30"
"202311","SECOM","SECRETARIA DE COMUNICACAO SOCIAL","4"
"202311","SECULT","SECRETARIA CULTURA E TURISMO","517"
"202311","SEDE","SECRETARIA DE DESENVOLVIMENTO ECONOMICO","125"
"202311","SEDESE","SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL","1226"
"202311","SEE","SECRETARIA DE EDUCACAO","272451"
"202311","SEF","SECRETARIA DA FAZENDA","6821"
"202311","SEGOV","SECRETARIA DE GOVERNO","337"
"202311","SEINFRA","SECRETARIA DE INFRAESTRUTURA E MOBILIDADE","178"
"202311","SEJUSP","SECRETARIA DE JUSTICA E SEGURANCA PUBLICA","18386"
"202311","SEMAD","SECRETARIA DO MEIO AMBIENTE","611"
"202311","SEPLAG","SEC DE PLANEJAMENTO E GESTAO","2544"
"202311","SES","SECRETARIA DE SAUDE","11515"
"202311","SETUR","SECRETARIA DE ESTADO DE TURISMO","22"
"202311","SG","SECRETARIA GERAL","4"
"202311","TV MINAS","FUNDACAO TV MINAS","32"
"202311","UEMG","UEMG UNIV EST DE MINAS GERAIS","1402"
"202311","UNIMONTES","UNIMONTES UNIV MONTES CLAROS","2349"
"202311","UTRAMIG","UTRAMIG FUND EDUC PARA O TRAB","43"
"202311",NULL,NULL,"2322"
"202312","AGE","ADVOCACIA GERAL DO ESTADO","799"
"202312","ARSAE MG","ARSAE MG","38"
"202312","CGE","CONTROLADORIA GERAL DO ESTADO","164"
"202312","DER-MG","DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM","6625"
"202312","DP","DEFENSORIA PUBLICA","2"
"202312","ESP-MG","ESCOLA DE SAUDE","79"
"202312","FAOP","FAOP FUNDACAO ARTE OURO PRETO","37"
"202312","FAPEMIG","FUNDACAO DE AMPARO A PESQUISA","69"
"202312","FCS","FUNDACAO CLOVIS SALGADO","309"
"202312","FEAM","FEAM FUNDACAO DO MEIO AMBIENTE","238"
"202312","FHA","FUNDACAO HELENA ANTIPOFF","210"
"202312","FHEMIG","FHEMIG FUND HOSPITALAR EST MG","12878"
"202312","FJP","FUNDACAO JOAO PINHEIRO","424"
"202312","FUCAM","FUCAM FUND EDUC CAIO MARTINS","91"
"202312","FUNED","FUNED FUNDACAO EZEQUIEL DIAS","923"
"202312","GABINETE MILITAR","GABINETE MILITAR","37"
"202312","HEMOMINAS","FUNDACAO HEMOMINAS","931"
"202312","IDENE","IDENE INST DES NORTE NORD MG","82"
