"ano_mes","sigla_instituicao_lotacao","desc_instituicao_lotacao","quantidade_servidores"
"202406","ERGEMG/BRASILIA","ESCRITORIO DE REPRESENTACAO DO GOVERNO DE MINAS GERAIS EM BRASILIA","8"
"202406","ESP-MG","ESCOLA DE SAUDE PUBLICA DO ESTADO DE MINAS GERAIS","79"
"202406","FAOP","FUNDACAO DE ARTE DE OURO PRETO","38"
"202406","FAPEMIG","FUNDACAO DE AMPARO A PESQUISA DO ESTADO DE MINAS GERAIS","68"
"202406","FCS","FUNDACAO CLOVIS SALGADO","307"
"202406","FEAM","FUNDACAO ESTADUAL DO MEIO AMBIENTE","237"
"202406","FHA","FUNDACAO HELENA ANTIPOFF","206"
"202406","FHEMIG","FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS","12779"
"202406","FJP","FUNDACAO JOAO PINHEIRO","422"
"202406","FUCAM","FUNDACAO EDUCACIONAL CAIO MARTINS","91"
"202406","FUNED","FUNDACAO EZEQUIEL DIAS","914"
"202406","GABINETE MILITAR","GABINETE MILITAR DO GOVERNADOR DO ESTADO","37"
"202406","HEMOMINAS","FUNDACAO CENTRO DE HEMATOLOGIA E HEMOTERAPIA DO ESTADO DE MINAS GERAIS","923"
"202406","IDENE","INSTITUTO DE DESENVOLVIMENTO DO NORTE E NORDESTE DE MINAS GERAIS","81"
"202406","IEF","INSTITUTO ESTADUAL DE FLORESTAS","941"
"202406","IEPHA","INSTITUTO ESTADUAL DO PATRIMONIO HISTORICO E ARTISTICO DE MINAS GERAIS","106"
"202406","IGAM","INSTITUTO MINEIRO DE GESTAO DAS AGUAS","169"
"202406","IGTEC","INSTITUTO DE GEOINFORMACAO E TECNOLOGIA","72"
"202406","IMA","INSTITUTO MINEIRO DE AGROPECUARIA","1811"
"202406","IO/MG","IMPRENSA OFICIAL DO ESTADO DE MINAS GERAIS","150"
"202406","IPEM","INSTITUTO DE METROLOGIA E QUALIDADE DO ESTADO DE MINAS GERAIS","277"
"202406","IPSEMG","INSTITUTO DE PREVIDENCIA DOS SERVIDORES DO ESTADO DE MINAS GERAIS","5650"
"202406","IPSM","INSTITUTO DE PREVIDENCIA DOS SERVIDORES MILITARES DO ESTADO DE MG","212"
"202406","JUCEMG","JUNTA COMERCIAL DO ESTADO DE MINAS GERAIS","260"
"202406","LOTERIA","LOTERIA DO ESTADO DE MINAS GERAIS","62"
"202406","NAO INFORMADO","INSTITUICAO C/ CODIGO DE UNIDADE NAO INFORMADO","166790"
"202406","OGE","OUVIDORIA GERAL DO ESTADO","44"
"202406","POL/CIVIL","POLICIA CIVIL DO ESTADO DE MINAS GERAIS","18756"
"202406","SEAPA","SECRETARIA DE ESTADO DA AGRICULTURA PECUARIA E ABASTECIMENTO","434"
"202406","SECCRI","SECRETARIA DE ESTADO DE CASA CIVIL E DE RELACOES INSTITUCIONAIS","10"
"202406","SECIR","SECRETARIA DE ESTADO DE CIDADES E DE INTEGRACAO REGIONAL","29"
"202406","SECOM","SECRETARIA DE COMUNICACAO SOCIAL","4"
"202406","SECULT","SECRETARIA DE ESTADO DE CULTURA E TURISMO","531"
"202406","SEDA","SECRETARIA DE ESTADO DE DESENVOLVIMENTO AGRARIO","20"
"202406","SEDE","SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO","123"
"202406","SEDESE","SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL","1540"
"202406","SEE","SECRETARIA DE ESTADO DE EDUCACAO","270943"
"202406","SEF","SECRETARIA DE ESTADO DA FAZENDA","7120"
"202406","SEGOV","SECRETARIA DE ESTADO DE GOVERNO","566"
"202406","SEINFRA","SECRETARIA DE ESTADO DE INFRAESTRUTURA MOBILIDADE E PARCERIAS","174"
"202406","SEJUSP","SECRETARIA DE ESTADO DE JUSTICA E SEGURANCA PUBLICA","20234"
"202406","SEMAD","SECRETARIA DE ESTADO DO MEIO AMBIENTE E DESENVOLVIMENTO SUSTENTAVEL","607"
"202406","SEPLAG","SECRETARIA DE ESTADO DE PLANEJAMENTO E GESTAO","2549"
"202406","SES","SECRETARIA DE ESTADO DE SAUDE","11338"
"202406","SG","SECRETARIA GERAL","4"
"202406","TV MINAS","FUNDACAO TV MINAS CULTURAL E EDUCATIVA","26"
"202406","UEMG","UNIVERSIDADE DO ESTADO DE MINAS GERAIS","1418"
"202406","UNIMONTES","UNIVERSIDADE ESTADUAL DE MONTES CLAROS","2399"
"202406","UTRAMIG","FUNDACAO DE EDUCACAO PARA O TRABALHO DE MINAS GERAIS","42"
"202406",NULL,NULL,"1401"
"202407","AGE","ADVOCACIA GERAL DO ESTADO","819"
"202407","ARSAE MG","AGENCIA REGULADORA DE SERVICOS DE ABASTECIMENTO DE AGUA E DE ESGOTAMENTO","38"
"202407","CGE","CONTROLADORIA GERAL DO ESTADO","163"
"202407","DER-MG","DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM DO ESTADO DE MINAS","6455"
"202407","DETEL","DEPARTAMENTO ESTADUAL DE TELECOMUNICACOES DO ESTADO DE MINAS GERAIS","30"
"202407","DP","DEFENSORIA PUBLICA DO ESTADO DE MINAS GERAIS","2"
"202407","ERGEMG/BRASILIA","ESCRITORIO DE REPRESENTACAO DO GOVERNO DE MINAS GERAIS EM BRASILIA","8"
"202407","ESP-MG","ESCOLA DE SAUDE PUBLICA DO ESTADO DE MINAS GERAIS","79"
"202407","FAOP","FUNDACAO DE ARTE DE OURO PRETO","38"
"202407","FAPEMIG","FUNDACAO DE AMPARO A PESQUISA DO ESTADO DE MINAS GERAIS","68"
"202407","FCS","FUNDACAO CLOVIS SALGADO","305"
"202407","FEAM","FUNDACAO ESTADUAL DO MEIO AMBIENTE","237"
"202407","FHA","FUNDACAO HELENA ANTIPOFF","206"
"202407","FHEMIG","FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS","12763"
"202407","FJP","FUNDACAO JOAO PINHEIRO","420"
"202407","FUCAM","FUNDACAO EDUCACIONAL CAIO MARTINS","90"
"202407","FUNED","FUNDACAO EZEQUIEL DIAS","912"
"202407","GABINETE MILITAR","GABINETE MILITAR DO GOVERNADOR DO ESTADO","37"
"202407","HEMOMINAS","FUNDACAO CENTRO DE HEMATOLOGIA E HEMOTERAPIA DO ESTADO DE MINAS GERAIS","923"
"202407","IDENE","INSTITUTO DE DESENVOLVIMENTO DO NORTE E NORDESTE DE MINAS GERAIS","81"
"202407","IEF","INSTITUTO ESTADUAL DE FLORESTAS","939"
"202407","IEPHA","INSTITUTO ESTADUAL DO PATRIMONIO HISTORICO E ARTISTICO DE MINAS GERAIS","106"
"202407","IGAM","INSTITUTO MINEIRO DE GESTAO DAS AGUAS","168"
"202407","IGTEC","INSTITUTO DE GEOINFORMACAO E TECNOLOGIA","72"
"202407","IMA","INSTITUTO MINEIRO DE AGROPECUARIA","1807"
"202407","IO/MG","IMPRENSA OFICIAL DO ESTADO DE MINAS GERAIS","149"
"202407","IPEM","INSTITUTO DE METROLOGIA E QUALIDADE DO ESTADO DE MINAS GERAIS","276"
"202407","IPSEMG","INSTITUTO DE PREVIDENCIA DOS SERVIDORES DO ESTADO DE MINAS GERAIS","5633"
"202407","IPSM","INSTITUTO DE PREVIDENCIA DOS SERVIDORES MILITARES DO ESTADO DE MG","211"
"202407","JUCEMG","JUNTA COMERCIAL DO ESTADO DE MINAS GERAIS","260"
"202407","LOTERIA","LOTERIA DO ESTADO DE MINAS GERAIS","62"
"202407","NAO INFORMADO","INSTITUICAO C/ CODIGO DE UNIDADE NAO INFORMADO","163647"
"202407","OGE","OUVIDORIA GERAL DO ESTADO","44"
"202407","POL/CIVIL","POLICIA CIVIL DO ESTADO DE MINAS GERAIS","18766"
"202407","SEAPA","SECRETARIA DE ESTADO DA AGRICULTURA PECUARIA E ABASTECIMENTO","433"
"202407","SECCRI","SECRETARIA DE ESTADO DE CASA CIVIL E DE RELACOES INSTITUCIONAIS","10"
"202407","SECIR","SECRETARIA DE ESTADO DE CIDADES E DE INTEGRACAO REGIONAL","29"
"202407","SECOM","SECRETARIA DE COMUNICACAO SOCIAL","4"
"202407","SECULT","SECRETARIA DE ESTADO DE CULTURA E TURISMO","530"
"202407","SEDA","SECRETARIA DE ESTADO DE DESENVOLVIMENTO AGRARIO","20"
"202407","SEDE","SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO","123"
"202407","SEDESE","SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL","1538"
"202407","SEE","SECRETARIA DE ESTADO DE EDUCACAO","270965"
"202407","SEF","SECRETARIA DE ESTADO DA FAZENDA","7108"
"202407","SEGOV","SECRETARIA DE ESTADO DE GOVERNO","566"
"202407","SEINFRA","SECRETARIA DE ESTADO DE INFRAESTRUTURA MOBILIDADE E PARCERIAS","174"
"202407","SEJUSP","SECRETARIA DE ESTADO DE JUSTICA E SEGURANCA PUBLICA","21136"
"202407","SEMAD","SECRETARIA DE ESTADO DO MEIO AMBIENTE E DESENVOLVIMENTO SUSTENTAVEL","607"
"202407","SEPLAG","SECRETARIA DE ESTADO DE PLANEJAMENTO E GESTAO","2505"
"202407","SES","SECRETARIA DE ESTADO DE SAUDE","11313"
"202407","SG","SECRETARIA GERAL","4"
"202407","TV MINAS","FUNDACAO TV MINAS CULTURAL E EDUCATIVA","26"
"202407","UEMG","UNIVERSIDADE DO ESTADO DE MINAS GERAIS","1421"
"202407","UNIMONTES","UNIVERSIDADE ESTADUAL DE MONTES CLAROS","2401"
"202407","UTRAMIG","FUNDACAO DE EDUCACAO PARA O TRABALHO DE MINAS GERAIS","42"
"202407",NULL,NULL,"1397"
"202408","AGE","ADVOCACIA GERAL DO ESTADO","820"
"202408","ARSAE MG","AGENCIA REGULADORA DE SERVICOS DE ABASTECIMENTO DE AGUA E DE ESGOTAMENTO","37"
"202408","CGE","CONTROLADORIA GERAL DO ESTADO","163"
"202408","DER-MG","DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM DO ESTADO DE MINAS","6422"
"202408","DETEL","DEPARTAMENTO ESTADUAL DE TELECOMUNICACOES DO ESTADO DE MINAS GERAIS","30"
"202408","DP","DEFENSORIA PUBLICA DO ESTADO DE MINAS GERAIS","2"
"202408","ERGEMG/BRASILIA","ESCRITORIO DE REPRESENTACAO DO GOVERNO DE MINAS GERAIS EM BRASILIA","8"
"202408","ESP-MG","ESCOLA DE SAUDE PUBLICA DO ESTADO DE MINAS GERAIS","79"
"202408","FAOP","FUNDACAO DE ARTE DE OURO PRETO","38"
"202408","FAPEMIG","FUNDACAO DE AMPARO A PESQUISA DO ESTADO DE MINAS GERAIS","67"
"202408","FCS","FUNDACAO CLOVIS SALGADO","305"
"202408","FEAM","FUNDACAO ESTADUAL DO MEIO AMBIENTE","235"
"202408","FHA","FUNDACAO HELENA ANTIPOFF","206"
"202408","FHEMIG","FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS","12785"
"202408","FJP","FUNDACAO JOAO PINHEIRO","420"
"202408","FUCAM","FUNDACAO EDUCACIONAL CAIO MARTINS","90"
"202408","FUNED","FUNDACAO EZEQUIEL DIAS","911"
"202408","GABINETE MILITAR","GABINETE MILITAR DO GOVERNADOR DO ESTADO","37"
"202408","HEMOMINAS","FUNDACAO CENTRO DE HEMATOLOGIA E HEMOTERAPIA DO ESTADO DE MINAS GERAIS","923"
"202408","IDENE","INSTITUTO DE DESENVOLVIMENTO DO NORTE E NORDESTE DE MINAS GERAIS","80"
"202408","IEF","INSTITUTO ESTADUAL DE FLORESTAS","934"
"202408","IEPHA","INSTITUTO ESTADUAL DO PATRIMONIO HISTORICO E ARTISTICO DE MINAS GERAIS","106"
"202408","IGAM","INSTITUTO MINEIRO DE GESTAO DAS AGUAS","167"
"202408","IGTEC","INSTITUTO DE GEOINFORMACAO E TECNOLOGIA","72"
"202408","IMA","INSTITUTO MINEIRO DE AGROPECUARIA","1803"
"202408","IO/MG","IMPRENSA OFICIAL DO ESTADO DE MINAS GERAIS","146"
"202408","IPEM","INSTITUTO DE METROLOGIA E QUALIDADE DO ESTADO DE MINAS GERAIS","274"
"202408","IPSEMG","INSTITUTO DE PREVIDENCIA DOS SERVIDORES DO ESTADO DE MINAS GERAIS","5619"
"202408","IPSM","INSTITUTO DE PREVIDENCIA DOS SERVIDORES MILITARES DO ESTADO DE MG","211"
"202408","JUCEMG","JUNTA COMERCIAL DO ESTADO DE MINAS GERAIS","260"
"202408","LOTERIA","LOTERIA DO ESTADO DE MINAS GERAIS","62"
"202408","NAO INFORMADO","INSTITUICAO C/ CODIGO DE UNIDADE NAO INFORMADO","164197"
"202408","OGE","OUVIDORIA GERAL DO ESTADO","44"
"202408","POL/CIVIL","POLICIA CIVIL DO ESTADO DE MINAS GERAIS","18738"
"202408","SEAPA","SECRETARIA DE ESTADO DA AGRICULTURA PECUARIA E ABASTECIMENTO","429"
"202408","SECCRI","SECRETARIA DE ESTADO DE CASA CIVIL E DE RELACOES INSTITUCIONAIS","10"
"202408","SECIR","SECRETARIA DE ESTADO DE CIDADES E DE INTEGRACAO REGIONAL","29"
"202408","SECOM","SECRETARIA DE COMUNICACAO SOCIAL","4"
"202408","SECULT","SECRETARIA DE ESTADO DE CULTURA E TURISMO","528"
"202408","SEDA","SECRETARIA DE ESTADO DE DESENVOLVIMENTO AGRARIO","20"
"202408","SEDE","SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO","123"
"202408","SEDESE","SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL","1529"
"202408","SEE","SECRETARIA DE ESTADO DE EDUCACAO","271899"
"202408","SEF","SECRETARIA DE ESTADO DA FAZENDA","7099"
"202408","SEGOV","SECRETARIA DE ESTADO DE GOVERNO","562"
"202408","SEINFRA","SECRETARIA DE ESTADO DE INFRAESTRUTURA MOBILIDADE E PARCERIAS","174"
"202408","SEJUSP","SECRETARIA DE ESTADO DE JUSTICA E SEGURANCA PUBLICA","21255"
"202408","SEMAD","SECRETARIA DE ESTADO DO MEIO AMBIENTE E DESENVOLVIMENTO SUSTENTAVEL","607"
"202408","SEPLAG","SECRETARIA DE ESTADO DE PLANEJAMENTO E GESTAO","2500"
"202408","SES","SECRETARIA DE ESTADO DE SAUDE","11277"
"202408","SG","SECRETARIA GERAL","4"
"202408","TV MINAS","FUNDACAO TV MINAS CULTURAL E EDUCATIVA","26"
"202408","UEMG","UNIVERSIDADE DO ESTADO DE MINAS GERAIS","1422"
"202408","UNIMONTES","UNIVERSIDADE ESTADUAL DE MONTES CLAROS","2402"
"202408","UTRAMIG","FUNDACAO DE EDUCACAO PARA O TRABALHO DE MINAS GERAIS","42"
"202408",NULL,NULL,"1393"
"202409","AGE","ADVOCACIA GERAL DO ESTADO","820"
"202409","ARSAE MG","AGENCIA REGULADORA DE SERVICOS DE ABASTECIMENTO DE AGUA E DE ESGOTAMENTO","36"
"202409","CGE","CONTROLADORIA GERAL DO ESTADO","163"
"202409","DER-MG","DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM DO ESTADO DE MINAS","6394"
"202409","DETEL","DEPARTAMENTO ESTADUAL DE TELECOMUNICACOES DO ESTADO DE MINAS GERAIS","29"
"202409","DP","DEFENSORIA PUBLICA DO ESTADO DE MINAS GERAIS","2"
"202409","ERGEMG/BRASILIA","ESCRITORIO DE REPRESENTACAO DO GOVERNO DE MINAS GERAIS EM BRASILIA","8"
"202409","ESP-MG","ESCOLA DE SAUDE PUBLICA DO ESTADO DE MINAS GERAIS","79"
"202409","FAOP","FUNDACAO DE ARTE DE OURO PRETO","38"
"202409","FAPEMIG","FUNDACAO DE AMPARO A PESQUISA DO ESTADO DE MINAS GERAIS","67"
"202409","FCS","FUNDACAO CLOVIS SALGADO","302"
"202409","FEAM","FUNDACAO ESTADUAL DO MEIO AMBIENTE","235"
"202409","FHA","FUNDACAO HELENA ANTIPOFF","205"
"202409","FHEMIG","FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS","12917"
"202409","FJP","FUNDACAO JOAO PINHEIRO","420"
"202409","FUCAM","FUNDACAO EDUCACIONAL CAIO MARTINS","90"
"202409","FUNED","FUNDACAO EZEQUIEL DIAS","910"
"202409","GABINETE MILITAR","GABINETE MILITAR DO GOVERNADOR DO ESTADO","37"
"202409","HEMOMINAS","FUNDACAO CENTRO DE HEMATOLOGIA E HEMOTERAPIA DO ESTADO DE MINAS GERAIS","920"
"202409","IDENE","INSTITUTO DE DESENVOLVIMENTO DO NORTE E NORDESTE DE MINAS GERAIS","80"
"202409","IEF","INSTITUTO ESTADUAL DE FLORESTAS","931"
"202409","IEPHA","INSTITUTO ESTADUAL DO PATRIMONIO HISTORICO E ARTISTICO DE MINAS GERAIS","105"
"202409","IGAM","INSTITUTO MINEIRO DE GESTAO DAS AGUAS","167"
"202409","IGTEC","INSTITUTO DE GEOINFORMACAO E TECNOLOGIA","72"
"202409","IMA","INSTITUTO MINEIRO DE AGROPECUARIA","1802"
"202409","IO/MG","IMPRENSA OFICIAL DO ESTADO DE MINAS GERAIS","145"
"202409","IPEM","INSTITUTO DE METROLOGIA E QUALIDADE DO ESTADO DE MINAS GERAIS","273"
"202409","IPSEMG","INSTITUTO DE PREVIDENCIA DOS SERVIDORES DO ESTADO DE MINAS GERAIS","5613"
"202409","IPSM","INSTITUTO DE PREVIDENCIA DOS SERVIDORES MILITARES DO ESTADO DE MG","210"
"202409","JUCEMG","JUNTA COMERCIAL DO ESTADO DE MINAS GERAIS","260"
"202409","LOTERIA","LOTERIA DO ESTADO DE MINAS GERAIS","62"
"202409","NAO INFORMADO","INSTITUICAO C/ CODIGO DE UNIDADE NAO INFORMADO","165858"
"202409","OGE","OUVIDORIA GERAL DO ESTADO","44"
"202409","POL/CIVIL","POLICIA CIVIL DO ESTADO DE MINAS GERAIS","18710"
"202409","SEAPA","SECRETARIA DE ESTADO DA AGRICULTURA PECUARIA E ABASTECIMENTO","427"
"202409","SECCRI","SECRETARIA DE ESTADO DE CASA CIVIL E DE RELACOES INSTITUCIONAIS","10"
"202409","SECIR","SECRETARIA DE ESTADO DE CIDADES E DE INTEGRACAO REGIONAL","29"
"202409","SECOM","SECRETARIA DE COMUNICACAO SOCIAL","4"
"202409","SECULT","SECRETARIA DE ESTADO DE CULTURA E TURISMO","528"
"202409","SEDA","SECRETARIA DE ESTADO DE DESENVOLVIMENTO AGRARIO","20"
"202409","SEDE","SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO","123"
"202409","SEDESE","SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL","1524"
"202409","SEE","SECRETARIA DE ESTADO DE EDUCACAO","273107"
"202409","SEF","SECRETARIA DE ESTADO DA FAZENDA","7094"
"202409","SEGOV","SECRETARIA DE ESTADO DE GOVERNO","558"
"202409","SEINFRA","SECRETARIA DE ESTADO DE INFRAESTRUTURA MOBILIDADE E PARCERIAS","171"
"202409","SEJUSP","SECRETARIA DE ESTADO DE JUSTICA E SEGURANCA PUBLICA","21261"
"202409","SEMAD","SECRETARIA DE ESTADO DO MEIO AMBIENTE E DESENVOLVIMENTO SUSTENTAVEL","607"
"202409","SEPLAG","SECRETARIA DE ESTADO DE PLANEJAMENTO E GESTAO","2500"
"202409","SES","SECRETARIA DE ESTADO DE SAUDE","11246"
"202409","SG","SECRETARIA GERAL","4"
"202409","TV MINAS","FUNDACAO TV MINAS CULTURAL E EDUCATIVA","32"
"202409","UEMG","UNIVERSIDADE DO ESTADO DE MINAS GERAIS","1422"
"202409","UNIMONTES","UNIVERSIDADE ESTADUAL DE MONTES CLAROS","2400"
"202409","UTRAMIG","FUNDACAO DE EDUCACAO PARA O TRABALHO DE MINAS GERAIS","42"
"202409",NULL,NULL,"1390"
"202410","AGE","ADVOCACIA GERAL DO ESTADO","820"
"202410","ARSAE MG","AGENCIA REGULADORA DE SERVICOS DE ABASTECIMENTO DE AGUA E DE ESGOTAMENTO","36"
"202410","CGE","CONTROLADORIA GERAL DO ESTADO","162"
"202410","DER-MG","DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM DO ESTADO DE MINAS","6359"
"202410","DETEL","DEPARTAMENTO ESTADUAL DE TELECOMUNICACOES DO ESTADO DE MINAS GERAIS","29"
"202410","DP","DEFENSORIA PUBLICA DO ESTADO DE MINAS GERAIS","2"
"202410","ERGEMG/BRASILIA","ESCRITORIO DE REPRESENTACAO DO GOVERNO DE MINAS GERAIS EM BRASILIA","8"
"202410","ESP-MG","ESCOLA DE SAUDE PUBLICA DO ESTADO DE MINAS GERAIS","79"
"202410","FAOP","FUNDACAO DE ARTE DE OURO PRETO","38"
"202410","FAPEMIG","FUNDACAO DE AMPARO A PESQUISA DO ESTADO DE MINAS GERAIS","66"
"202410","FCS","FUNDACAO CLOVIS SALGADO","302"
"202410","FEAM","FUNDACAO ESTADUAL DO MEIO AMBIENTE","235"
"202410","FHA","FUNDACAO HELENA ANTIPOFF","204"
"202410","FHEMIG","FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS","12940"
"202410","FJP","FUNDACAO JOAO PINHEIRO","418"
"202410","FUCAM","FUNDACAO EDUCACIONAL CAIO MARTINS","89"
"202410","FUNED","FUNDACAO EZEQUIEL DIAS","910"
"202410","GABINETE MILITAR","GABINETE MILITAR DO GOVERNADOR DO ESTADO","37"
"202410","HEMOMINAS","FUNDACAO CENTRO DE HEMATOLOGIA E HEMOTERAPIA DO ESTADO DE MINAS GERAIS","918"
"202410","IDENE","INSTITUTO DE DESENVOLVIMENTO DO NORTE E NORDESTE DE MINAS GERAIS","80"
"202410","IEF","INSTITUTO ESTADUAL DE FLORESTAS","929"
"202410","IEPHA","INSTITUTO ESTADUAL DO PATRIMONIO HISTORICO E ARTISTICO DE MINAS GERAIS","105"
"202410","IGAM","INSTITUTO MINEIRO DE GESTAO DAS AGUAS","166"
"202410","IGTEC","INSTITUTO DE GEOINFORMACAO E TECNOLOGIA","72"
"202410","IMA","INSTITUTO MINEIRO DE AGROPECUARIA","1812"
"202410","IO/MG","IMPRENSA OFICIAL DO ESTADO DE MINAS GERAIS","145"
"202410","IPEM","INSTITUTO DE METROLOGIA E QUALIDADE DO ESTADO DE MINAS GERAIS","273"
"202410","IPSEMG","INSTITUTO DE PREVIDENCIA DOS SERVIDORES DO ESTADO DE MINAS GERAIS","5608"
"202410","IPSM","INSTITUTO DE PREVIDENCIA DOS SERVIDORES MILITARES DO ESTADO DE MG","208"
"202410","JUCEMG","JUNTA COMERCIAL DO ESTADO DE MINAS GERAIS","260"
"202410","LOTERIA","LOTERIA DO ESTADO DE MINAS GERAIS","62"
"202410","NAO INFORMADO","INSTITUICAO C/ CODIGO DE UNIDADE NAO INFORMADO","163399"
"202410","OGE","OUVIDORIA GERAL DO ESTADO","44"
"202410","POL/CIVIL","POLICIA CIVIL DO ESTADO DE MINAS GERAIS","18738"
"202410","SEAPA","SECRETARIA DE ESTADO DA AGRICULTURA PECUARIA E ABASTECIMENTO","423"
"202410","SECCRI","SECRETARIA DE ESTADO DE CASA CIVIL E DE RELACOES INSTITUCIONAIS","10"
"202410","SECIR","SECRETARIA DE ESTADO DE CIDADES E DE INTEGRACAO REGIONAL","29"
"202410","SECOM","SECRETARIA DE COMUNICACAO SOCIAL","4"
"202410","SECULT","SECRETARIA DE ESTADO DE CULTURA E TURISMO","527"
"202410","SEDA","SECRETARIA DE ESTADO DE DESENVOLVIMENTO AGRARIO","20"
"202410","SEDE","SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO","123"
"202410","SEDESE","SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL","1512"
"202410","SEE","SECRETARIA DE ESTADO DE EDUCACAO","273483"
"202410","SEF","SECRETARIA DE ESTADO DA FAZENDA","7077"
"202410","SEGOV","SECRETARIA DE ESTADO DE GOVERNO","558"
"202410","SEINFRA","SECRETARIA DE ESTADO DE INFRAESTRUTURA MOBILIDADE E PARCERIAS","171"
"202410","SEJUSP","SECRETARIA DE ESTADO DE JUSTICA E SEGURANCA PUBLICA","21258"
"202410","SEMAD","SECRETARIA DE ESTADO DO MEIO AMBIENTE E DESENVOLVIMENTO SUSTENTAVEL","607"
"202410","SEPLAG","SECRETARIA DE ESTADO DE PLANEJAMENTO E GESTAO","2499"
"202410","SES","SECRETARIA DE ESTADO DE SAUDE","11232"
"202410","SG","SECRETARIA GERAL","4"
"202410","TV MINAS","FUNDACAO TV MINAS CULTURAL E EDUCATIVA","32"
"202410","UEMG","UNIVERSIDADE DO ESTADO DE MINAS GERAIS","1426"
"202410","UNIMONTES","UNIVERSIDADE ESTADUAL DE MONTES CLAROS","2405"
"202410","UTRAMIG","FUNDACAO DE EDUCACAO PARA O TRABALHO DE MINAS GERAIS","42"
"202410",NULL,NULL,"1385"
"202411","AGE","ADVOCACIA GERAL DO ESTADO","820"
"202411","ARSAE MG","AGENCIA REGULADORA DE SERVICOS DE ABASTECIMENTO DE AGUA E DE ESGOTAMENTO","36"
"202411","CGE","CONTROLADORIA GERAL DO ESTADO","162"
"202411","DER-MG","DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM DO ESTADO DE MINAS","6345"
"202411","DETEL","DEPARTAMENTO ESTADUAL DE TELECOMUNICACOES DO ESTADO DE MINAS GERAIS","29"
"202411","DP","DEFENSORIA PUBLICA DO ESTADO DE MINAS GERAIS","2"
"202411","ERGEMG/BRASILIA","ESCRITORIO DE REPRESENTACAO DO GOVERNO DE MINAS GERAIS EM BRASILIA","8"
"202411","ESP-MG","ESCOLA DE SAUDE PUBLICA DO ESTADO DE MINAS GERAIS","79"
"202411","FAOP","FUNDACAO DE ARTE DE OURO PRETO","37"
"202411","FAPEMIG","FUNDACAO DE AMPARO A PESQUISA DO ESTADO DE MINAS GERAIS","66"
"202411","FCS","FUNDACAO CLOVIS SALGADO","302"
"202411","FEAM","FUNDACAO ESTADUAL DO MEIO AMBIENTE","235"
"202411","FHA","FUNDACAO HELENA ANTIPOFF","203"
"202411","FHEMIG","FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS","12943"
"202411","FJP","FUNDACAO JOAO PINHEIRO","416"
"202411","FUCAM","FUNDACAO EDUCACIONAL CAIO MARTINS","89"
"202411","FUNED","FUNDACAO EZEQUIEL DIAS","910"
"202411","GABINETE MILITAR","GABINETE MILITAR DO GOVERNADOR DO ESTADO","37"
"202411","HEMOMINAS","FUNDACAO CENTRO DE HEMATOLOGIA E HEMOTERAPIA DO ESTADO DE MINAS GERAIS","918"
"202411","IDENE","INSTITUTO DE DESENVOLVIMENTO DO NORTE E NORDESTE DE MINAS GERAIS","80"
"202411","IEF","INSTITUTO ESTADUAL DE FLORESTAS","928"
"202411","IEPHA","INSTITUTO ESTADUAL DO PATRIMONIO HISTORICO E ARTISTICO DE MINAS GERAIS","105"
"202411","IGAM","INSTITUTO MINEIRO DE GESTAO DAS AGUAS","166"
"202411","IGTEC","INSTITUTO DE GEOINFORMACAO E TECNOLOGIA","72"
"202411","IMA","INSTITUTO MINEIRO DE AGROPECUARIA","1835"
"202411","IO/MG","IMPRENSA OFICIAL DO ESTADO DE MINAS GERAIS","145"
"202411","IPEM","INSTITUTO DE METROLOGIA E QUALIDADE DO ESTADO DE MINAS GERAIS","273"
"202411","IPSEMG","INSTITUTO DE PREVIDENCIA DOS SERVIDORES DO ESTADO DE MINAS GERAIS","5599"
"202411","IPSM","INSTITUTO DE PREVIDENCIA DOS SERVIDORES MILITARES DO ESTADO DE MG","208"
"202411","JUCEMG","JUNTA COMERCIAL DO ESTADO DE MINAS GERAIS","260"
"202411","LOTERIA","LOTERIA DO ESTADO DE MINAS GERAIS","62"
